tissue	sample_type	tpm
BRCA	tumor	3.0463
BRCA	tumor	6.4436
BRCA	tumor	5.8951
BRCA	tumor	4.3421
BRCA	tumor	5.7077
BRCA	tumor	4.9547
BRCA	tumor	5.9442
BRCA	tumor	6.0849
BRCA	tumor	6.097
BRCA	tumor	5.81
BRCA	tumor	5.558
BRCA	tumor	5.5778
BRCA	tumor	5.2169
BRCA	tumor	4.8793
BRCA	tumor	6.1869
BRCA	tumor	3.7237
BRCA	tumor	5.347
BRCA	tumor	5.7851
BRCA	tumor	6.0607
BRCA	tumor	6.4145
BRCA	tumor	5.3985
BRCA	tumor	5.9944
BRCA	tumor	5.5675
BRCA	tumor	4.5286
BRCA	tumor	5.0095
BRCA	tumor	4.5988
BRCA	tumor	4.6236
BRCA	tumor	5.975
BRCA	tumor	6.2491
BRCA	tumor	4.8233
BRCA	tumor	3.6428
BRCA	tumor	5.4871
BRCA	tumor	5.7853
BRCA	tumor	6.1926
BRCA	normal	5.1958
BRCA	tumor	5.853
BRCA	tumor	6.4416
BRCA	tumor	4.8012
BRCA	tumor	5.0717
BRCA	normal	5.225
BRCA	tumor	6.0732
BRCA	tumor	6.0815
BRCA	normal	6.2413
BRCA	tumor	5.76
BRCA	tumor	5.8716
BRCA	tumor	6.0676
BRCA	normal	5.2013
BRCA	tumor	5.2865
BRCA	tumor	5.344652
BRCA	tumor	5.2161
BRCA	tumor	2.5011
BRCA	tumor	5.4555
BRCA	tumor	5.366
BRCA	tumor	5.5008
BRCA	tumor	2.344541
BRCA	tumor	4.9663
BRCA	tumor	3.506021
BRCA	tumor	5.5723
BRCA	tumor	4.3017
BRCA	tumor	4.0144
BRCA	tumor	5.3537
BRCA	tumor	5.3481
BRCA	tumor	5.4627
BRCA	tumor	5.2438
BRCA	tumor	4.0171
BRCA	tumor	5.5729
BRCA	tumor	5.8148
BRCA	tumor	6.6289
BRCA	tumor	4.3611
BRCA	tumor	5.9828
BRCA	tumor	4.435
BRCA	tumor	5.6656
BRCA	tumor	6.733
BRCA	tumor	5.1081
BRCA	tumor	6.1971
BRCA	tumor	5.8846
BRCA	tumor	5.7578
BRCA	tumor	5.1772
BRCA	tumor	3.7815
BRCA	tumor	5.9688
BRCA	tumor	4.5002
BRCA	tumor	4.7404
BRCA	tumor	5.8105
BRCA	tumor	5.6696
BRCA	tumor	4.8415
BRCA	tumor	5.7522
BRCA	tumor	5.5571
BRCA	tumor	5.5445
BRCA	tumor	5.6634
BRCA	tumor	3.6113
BRCA	tumor	6.6851
BRCA	tumor	5.682
BRCA	tumor	5.5389
BRCA	tumor	2.6895
BRCA	tumor	5.2939
BRCA	tumor	4.0162
BRCA	tumor	4.0019
BRCA	tumor	5.6781
BRCA	tumor	2.1411
BRCA	tumor	6.5062
BRCA	tumor	1.9073
BRCA	tumor	5.5494
BRCA	tumor	5.1285
BRCA	tumor	5.4774
BRCA	tumor	5.8729
BRCA	tumor	5.365
BRCA	tumor	6.3381
BRCA	tumor	6.8309
BRCA	tumor	5.0148
BRCA	tumor	3.5863
BRCA	tumor	4.8334
BRCA	tumor	5.9876
BRCA	tumor	4.9165
BRCA	tumor	5.0734
BRCA	tumor	5.6597
BRCA	tumor	5.7055
BRCA	tumor	5.9846
BRCA	tumor	5.1343
BRCA	tumor	5.5681
BRCA	tumor	4.927
BRCA	tumor	4.4115
BRCA	tumor	3.9691
BRCA	tumor	5.4397
BRCA	tumor	5.8773
BRCA	tumor	5.846
BRCA	tumor	4.5286
BRCA	tumor	3.8002
BRCA	tumor	4.9878
BRCA	tumor	5.6191
BRCA	tumor	6.1831
BRCA	tumor	5.1871
BRCA	tumor	6.3351
BRCA	tumor	5.6789
BRCA	tumor	2.8897
BRCA	tumor	6.0166
BRCA	tumor	6.0687
BRCA	tumor	5.3965
BRCA	tumor	5.7861
BRCA	tumor	2.7931
BRCA	tumor	5.2223
BRCA	tumor	5.4499
BRCA	tumor	5.4667
BRCA	tumor	5.2604
BRCA	tumor	5.4806
BRCA	tumor	5.51
BRCA	tumor	5.0955
BRCA	tumor	2.9319
BRCA	tumor	5.5805
BRCA	tumor	2.8622
BRCA	tumor	5.4489
BRCA	tumor	4.7929
BRCA	tumor	4.6702
BRCA	tumor	6.6352
BRCA	tumor	6.3489
BRCA	tumor	4.9594
BRCA	tumor	5.336
BRCA	tumor	3.242
BRCA	tumor	5.4416
BRCA	tumor	4.9746
BRCA	tumor	5.4499
BRCA	tumor	5.3937
BRCA	tumor	5.6011
BRCA	tumor	6.586
BRCA	tumor	5.085
BRCA	tumor	5.7328
BRCA	tumor	3.0199
BRCA	tumor	5.804
BRCA	tumor	5.7682
BRCA	tumor	6.2711
BRCA	tumor	4.4457
BRCA	tumor	4.8495
BRCA	tumor	4.5748
BRCA	tumor	5.3067
BRCA	tumor	3.5766
BRCA	tumor	5.3551
BRCA	tumor	5.4182
BRCA	tumor	5.4489
BRCA	tumor	6.2748
BRCA	tumor	4.7544
BRCA	tumor	4.6154
BRCA	tumor	6.1231
BRCA	tumor	6.8164
BRCA	tumor	5.168
BRCA	tumor	4.756
BRCA	tumor	5.3042
BRCA	tumor	6.0168
BRCA	tumor	5.9206
BRCA	tumor	6.5902
BRCA	tumor	6.2987
BRCA	tumor	3.4197
BRCA	tumor	6.4046
BRCA	tumor	3.1145
BRCA	tumor	6.1835
BRCA	tumor	6.7614
BRCA	tumor	5.6955
BRCA	tumor	5.7315
BRCA	tumor	5.2862
BRCA	tumor	4.0748
BRCA	tumor	5.1843
BRCA	tumor	3.8147
BRCA	tumor	4.0918
BRCA	tumor	4.3758
BRCA	tumor	5.6846
BRCA	tumor	5.3212
BRCA	tumor	5.0743
BRCA	tumor	6.0594
BRCA	tumor	5.7252
BRCA	tumor	5.5913
BRCA	tumor	3.5875
BRCA	tumor	2.7889
BRCA	tumor	3.1393
BRCA	tumor	5.1803
BRCA	tumor	5.5577
BRCA	tumor	5.0242
BRCA	tumor	5.3671
BRCA	tumor	5.332
BRCA	tumor	7.1886
BRCA	tumor	5.8987
BRCA	tumor	5.8783
BRCA	tumor	5.5976
BRCA	tumor	3.9194
BRCA	tumor	5.1293
BRCA	tumor	5.6433
BRCA	tumor	6.5305
BRCA	tumor	5.3292
BRCA	tumor	5.3906
BRCA	tumor	7.2935
BRCA	tumor	5.2032
BRCA	tumor	3.8064
BRCA	tumor	5.7769
BRCA	tumor	3.7017
BRCA	tumor	4.3903
BRCA	tumor	5.5008
BRCA	tumor	4.8053
BRCA	tumor	6.0932
BRCA	tumor	4.958
BRCA	tumor	5.3413
BRCA	tumor	5.438
BRCA	tumor	6.2891
BRCA	tumor	5.07
BRCA	tumor	3.5498
BRCA	tumor	4.5167
BRCA	tumor	4.6399
BRCA	tumor	5.1035
BRCA	tumor	2.8955
BRCA	tumor	5.9535
BRCA	tumor	2.8402
BRCA	tumor	5.5094
BRCA	tumor	3.5875
BRCA	tumor	4.6815
BRCA	tumor	6.1463
BRCA	tumor	4.7044
BRCA	tumor	5.5097
BRCA	tumor	6.1805
BRCA	tumor	3.5815
BRCA	tumor	5.1056
BRCA	tumor	5.4938
BRCA	tumor	6.3509
BRCA	tumor	6.2356
BRCA	tumor	5.3775
BRCA	tumor	4.0506
BRCA	tumor	5.5305
BRCA	tumor	6.2935
BRCA	tumor	3.7971
BRCA	tumor	4.391
BRCA	tumor	5.3399
BRCA	tumor	5.5934
BRCA	tumor	5.2739
BRCA	tumor	5.033
BRCA	tumor	6.4023
BRCA	tumor	6.035
BRCA	tumor	5.5552
BRCA	tumor	5.8548
BRCA	tumor	5.6439
BRCA	tumor	5.3202
BRCA	tumor	6.3539
BRCA	tumor	4.2001
BRCA	tumor	5.6548
BRCA	tumor	5.5647
BRCA	tumor	5.8672
BRCA	tumor	5.8763
BRCA	tumor	5.5242
BRCA	tumor	7.2471
BRCA	tumor	6.1398
BRCA	tumor	4.5148
BRCA	tumor	6.7442
BRCA	tumor	2.9128
BRCA	tumor	5.2563
BRCA	tumor	6.1733
BRCA	tumor	5.026
BRCA	tumor	5.168
BRCA	tumor	4.4297
BRCA	tumor	5.5078
BRCA	tumor	6.105
BRCA	tumor	5.0888
BRCA	tumor	6.1418
BRCA	tumor	3.7061
BRCA	tumor	5.9901
BRCA	tumor	2.945
BRCA	tumor	4.8525
BRCA	tumor	3.208
BRCA	tumor	5.898
BRCA	tumor	5.8392
BRCA	tumor	5.067
BRCA	normal	5.8291
BRCA	tumor	6.7736
BRCA	tumor	5.0045
BRCA	normal	5.0618
BRCA	tumor	5.1198
BRCA	normal	5.6568
BRCA	tumor	5.4152
BRCA	tumor	4.9533
BRCA	tumor	5.3886
BRCA	tumor	6.2325
BRCA	normal	5.3796
BRCA	tumor	4.964
BRCA	tumor	6.1033
BRCA	normal	3.6172
BRCA	tumor	4.9672
BRCA	tumor	3.9883
BRCA	normal	6.1936
BRCA	tumor	5.7509
BRCA	normal	3.9709
BRCA	tumor	6.4094
BRCA	tumor	5.3133
BRCA	normal	5.5217
BRCA	tumor	5.496
BRCA	normal	5.5766
BRCA	tumor	5.9201
BRCA	tumor	5.6358
BRCA	tumor	3.7961
BRCA	tumor	5.7134
BRCA	normal	6.0345
BRCA	tumor	6.3367
BRCA	tumor	4.3681
BRCA	normal	5.7777
BRCA	tumor	5.3989
BRCA	tumor	4.844
BRCA	tumor	5.3604
BRCA	normal	6.1877
BRCA	tumor	5.4941
BRCA	tumor	5.3576
BRCA	normal	5.6761
BRCA	tumor	6.3277
BRCA	normal	5.8637
BRCA	tumor	6.1328
BRCA	normal	5.7466
BRCA	tumor	4.1899
BRCA	normal	5.9244
BRCA	tumor	4.7247
BRCA	normal	4.8475
BRCA	tumor	3.9147
BRCA	normal	5.6764
BRCA	tumor	6.2122
BRCA	tumor	4.3442
BRCA	normal	5.7648
BRCA	tumor	6.0898
BRCA	tumor	4.7971
BRCA	normal	4.018
BRCA	tumor	4.8334
BRCA	tumor	6.415
BRCA	normal	5.8094
BRCA	tumor	5.114
BRCA	normal	4.5534
BRCA	tumor	5.0018
BRCA	tumor	5.2525
BRCA	normal	5.6268
BRCA	tumor	5.4764
BRCA	normal	5.6747
BRCA	tumor	5.8997
BRCA	normal	5.8689
BRCA	tumor	5.4407
BRCA	normal	5.1922
BRCA	tumor	5.6422
BRCA	normal	5.5119
BRCA	tumor	4.6966
BRCA	tumor	6.2719
BRCA	normal	5.9208
BRCA	tumor	5.4206
BRCA	normal	5.4912
BRCA	tumor	5.5097
BRCA	tumor	5.0126
BRCA	normal	5.8485
BRCA	tumor	5.7471
BRCA	normal	5.3636
BRCA	tumor	5.3569
BRCA	normal	5.5699
BRCA	tumor	5.8329
BRCA	tumor	2.9413
BRCA	tumor	5.2869
BRCA	tumor	5.4903
BRCA	tumor	5.9454
BRCA	tumor	5.7013
BRCA	tumor	2.5487
BRCA	tumor	4.9045
BRCA	tumor	5.9748
BRCA	tumor	5.9227
BRCA	tumor	4.9416
BRCA	tumor	6.1332
BRCA	tumor	5.5151
BRCA	normal	5.5741
BRCA	tumor	5.738
BRCA	tumor	4.7496
BRCA	normal	5.2146
BRCA	tumor	5.9846
BRCA	normal	4.0436
BRCA	tumor	4.8684
BRCA	normal	6.0557
BRCA	tumor	4.7104
BRCA	tumor	5.1664
BRCA	tumor	5.5423
BRCA	tumor	4.402
BRCA	normal	5.4101
BRCA	tumor	5.0018
BRCA	tumor	4.9519
BRCA	tumor	5.2277
BRCA	tumor	4.9031
BRCA	tumor	6.2192
BRCA	tumor	5.5227
BRCA	tumor	5.1123
BRCA	tumor	5.7493
BRCA	tumor	5.126
BRCA	tumor	4.248
BRCA	tumor	5.682
BRCA	tumor	5.5614
BRCA	tumor	5.7385
BRCA	tumor	5.5913
BRCA	tumor	6.601
BRCA	tumor	5.9201
BRCA	tumor	5.7926
BRCA	tumor	3.6669
BRCA	tumor	5.9014
BRCA	tumor	5.6725
BRCA	normal	5.4598
BRCA	tumor	5.8148
BRCA	normal	5.4317
BRCA	tumor	4.6047
BRCA	normal	5.2173
BRCA	tumor	6.4295
BRCA	normal	5.443
BRCA	tumor	6.1745
BRCA	normal	5.178
BRCA	tumor	5.7594
BRCA	normal	4.4047
BRCA	tumor	4.0375
BRCA	normal	5.5274
BRCA	tumor	5.839
BRCA	normal	5.1788
BRCA	tumor	4.182
BRCA	normal	5.2099
BRCA	tumor	7.005
BRCA	tumor	3.7783
BRCA	normal	5.218
BRCA	tumor	4.4162
BRCA	normal	5.373
BRCA	tumor	4.9407
BRCA	normal	4.8074
BRCA	tumor	5.8202
BRCA	normal	4.4803
BRCA	tumor	5.641
BRCA	tumor	5.6059
BRCA	normal	5.36
BRCA	tumor	5.6276
BRCA	normal	5.6537
BRCA	tumor	5.0365
BRCA	normal	5.404
BRCA	tumor	5.7769
BRCA	normal	5.6332
BRCA	tumor	5.8851
BRCA	tumor	5.4735
BRCA	tumor	4.4189
BRCA	normal	5.1152
BRCA	tumor	6.002
BRCA	normal	4.7507
BRCA	tumor	5.9317
BRCA	tumor	5.6147
BRCA	normal	5.0939
BRCA	tumor	5.6944
BRCA	normal	5.5417
BRCA	tumor	5.7905
BRCA	normal	5.5678
BRCA	tumor	3.1924
BRCA	normal	5.322
BRCA	tumor	5.9748
BRCA	normal	4.9612
BRCA	tumor	5.6893
BRCA	normal	5.7929
BRCA	tumor	4.404
BRCA	normal	4.836
BRCA	tumor	5.3841
BRCA	normal	5.5772
BRCA	tumor	6.3374
BRCA	normal	5.2506
BRCA	tumor	6.4622
BRCA	tumor	5.4446
BRCA	normal	5.3893
BRCA	tumor	5.9709
BRCA	normal	5.991
BRCA	tumor	5.3381
BRCA	normal	5.0947
BRCA	tumor	6.2664
BRCA	normal	5.9026
BRCA	tumor	5.2642
BRCA	tumor	2.9637
BRCA	tumor	5.9885
BRCA	normal	5.2679
BRCA	tumor	7.1283
BRCA	normal	4.0926
BRCA	tumor	4.4836
BRCA	normal	5.5135
BRCA	tumor	5.8982
BRCA	normal	5.6829
BRCA	tumor	5.5176
BRCA	tumor	6.1385
BRCA	tumor	5.8199
BRCA	tumor	5.3093
BRCA	tumor	5.359
BRCA	tumor	5.3078
BRCA	tumor	5.8568
BRCA	tumor	4.851
BRCA	tumor	5.1958
BRCA	tumor	5.6091
BRCA	tumor	4.652
BRCA	tumor	4.2396
BRCA	tumor	5.36
BRCA	tumor	6.2167
BRCA	tumor	5.8711
BRCA	tumor	6.3509
BRCA	tumor	6.4036
BRCA	tumor	6.0459
BRCA	tumor	5.2365
BRCA	tumor	5.686
BRCA	tumor	5.625
BRCA	tumor	3.4791
BRCA	tumor	6.2451
BRCA	tumor	6.0665
BRCA	tumor	6.0747
BRCA	tumor	4.6611
BRCA	tumor	2.9581
BRCA	tumor	5.8199
BRCA	tumor	3.5682
BRCA	tumor	5.9853
BRCA	tumor	5.4091
BRCA	tumor	4.843
BRCA	tumor	6.0499
BRCA	tumor	3.5766
BRCA	tumor	5.6508
BRCA	tumor	3.772
BRCA	tumor	5.5979
BRCA	tumor	5.0892
BRCA	tumor	5.1891
BRCA	tumor	2.9857
BRCA	tumor	3.1458
BRCA	tumor	5.4683
BRCA	tumor	6.5956
BRCA	tumor	5.7455
BRCA	tumor	5.3615
BRCA	tumor	4.9026
BRCA	tumor	5.5361
BRCA	tumor	4.5687
BRCA	tumor	5.9752
BRCA	tumor	4.9883
BRCA	tumor	5.6189
BRCA	tumor	5.769
BRCA	tumor	5.3681
BRCA	tumor	5.465
BRCA	tumor	6.1351
BRCA	tumor	7.0331
BRCA	tumor	4.927
BRCA	tumor	4.8048
BRCA	tumor	2.9148
BRCA	tumor	5.641
BRCA	tumor	4.7783
BRCA	tumor	3.8954
BRCA	tumor	6.7163
BRCA	tumor	5.857
BRCA	tumor	6.1225
BRCA	tumor	6.0579
BRCA	tumor	3.5124
BRCA	tumor	5.5015
BRCA	tumor	5.2943
BRCA	tumor	6.8948
BRCA	tumor	5.9432
BRCA	tumor	5.2258
BRCA	tumor	5.1966
BRCA	tumor	5.3295
BRCA	tumor	4.8719
BRCA	tumor	4.9942
BRCA	tumor	5.4145
BRCA	tumor	5.5999
BRCA	tumor	3.9374
BRCA	tumor	5.9791
BRCA	tumor	4.5772
BRCA	tumor	6.4418
BRCA	tumor	3.5971
BRCA	tumor	6.3707
BRCA	tumor	5.9796
BRCA	tumor	4.6253
BRCA	tumor	5.2664
BRCA	tumor	5.3657
BRCA	tumor	4.2818
BRCA	tumor	5.0268
BRCA	tumor	5.4845
BRCA	tumor	5.4702
BRCA	tumor	5.1169
BRCA	tumor	5.537
BRCA	tumor	4.8709
BRCA	tumor	3.1765
BRCA	tumor	6.1227
BRCA	tumor	5.5283
BRCA	tumor	5.9253
BRCA	tumor	5.1465
BRCA	tumor	5.3893
BRCA	tumor	6.1599
BRCA	tumor	6.556
BRCA	tumor	5.701
BRCA	tumor	5.3002
BRCA	tumor	5.8273
BRCA	tumor	4.4777
BRCA	tumor	6.1363
BRCA	tumor	5.0365
BRCA	tumor	6.1849
BRCA	tumor	5.1712
BRCA	tumor	4.9313
BRCA	tumor	5.5814
BRCA	tumor	4.9631
BRCA	tumor	3.5947
BRCA	tumor	5.3122
BRCA	tumor	5.7637
BRCA	tumor	4.7651
BRCA	tumor	2.5487
BRCA	tumor	5.1065
BRCA	tumor	3.9012
BRCA	tumor	4.7608
BRCA	tumor	3.6703
BRCA	tumor	5.9812
BRCA	tumor	6.1094
BRCA	tumor	6.3308
BRCA	tumor	4.1978
BRCA	tumor	4.7986
BRCA	tumor	5.9303
BRCA	tumor	4.9117
BRCA	tumor	5.3165
BRCA	tumor	5.5491
BRCA	tumor	5.0072
BRCA	tumor	5.4226
BRCA	tumor	5.6812
BRCA	tumor	5.6916
BRCA	tumor	4.8028
BRCA	tumor	4.5868
BRCA	tumor	5.6088
BRCA	tumor	5.3844
BRCA	tumor	4.9964
BRCA	tumor	6.1871
BRCA	tumor	6.0596
BRCA	tumor	6.6614
BRCA	tumor	5.9227
BRCA	tumor	5.1958
BRCA	tumor	6.2153
BRCA	tumor	5.6209
BRCA	tumor	3.2526
BRCA	tumor	4.8172
BRCA	tumor	5.7968
BRCA	tumor	5.5352
BRCA	tumor	6.0409
BRCA	tumor	4.3031
BRCA	tumor	5.23
BRCA	tumor	5.7853
BRCA	tumor	5.8625
BRCA	tumor	5.2799
BRCA	tumor	3.47
BRCA	tumor	5.1843
BRCA	tumor	5.658
BRCA	tumor	3.4517
BRCA	tumor	5.3064
BRCA	tumor	5.2277
BRCA	normal	5.8089
BRCA	tumor	6.3009
BRCA	tumor	4.9851
BRCA	tumor	6.24
BRCA	tumor	5.7066
BRCA	normal	4.4745
BRCA	tumor	5.6491
BRCA	tumor	5.1635
BRCA	tumor	5.8179
BRCA	tumor	6.1457
BRCA	tumor	5.8839
BRCA	tumor	6.4055
BRCA	tumor	6.0334
BRCA	tumor	6.0027
BRCA	tumor	5.4539
BRCA	normal	3.9929
BRCA	tumor	6.2134
BRCA	tumor	5.7605
BRCA	normal	4.9828
BRCA	tumor	5.9653
BRCA	tumor	5.5417
BRCA	normal	5.2574
BRCA	tumor	7.2651
BRCA	tumor	5.7453
BRCA	tumor	5.1482
BRCA	tumor	4.9631
BRCA	tumor	4.7645
BRCA	tumor	6.391
BRCA	tumor	6.3925
BRCA	tumor	5.3184
BRCA	tumor	5.4081
BRCA	tumor	5.2238
BRCA	tumor	5.1819
BRCA	tumor	5.2724
BRCA	normal	3.6669
BRCA	tumor	5.8342
BRCA	tumor	5.3223
BRCA	tumor	5.822
BRCA	tumor	5.2134
BRCA	normal	5.2434
BRCA	tumor	5.1123
BRCA	tumor	6.3975
BRCA	tumor	5.1579
BRCA	tumor	5.2126
BRCA	tumor	5.7679
BRCA	tumor	6.0453
BRCA	tumor	4.6112
BRCA	tumor	5.23
BRCA	tumor	5.696
BRCA	tumor	6.3953
BRCA	normal	5.81
BRCA	tumor	5.4935
BRCA	tumor	6.0553
BRCA	tumor	4.8002
BRCA	tumor	5.9026
BRCA	normal	6.1363
BRCA	tumor	5.7996
BRCA	tumor	5.9194
BRCA	tumor	5.3151
BRCA	normal	5.8382
BRCA	tumor	6.6968
BRCA	tumor	3.0056
BRCA	tumor	3.6669
BRCA	tumor	4.3702
BRCA	normal	3.5362
BRCA	tumor	6.0121
BRCA	tumor	4.2995
BRCA	tumor	5.0436
BRCA	tumor	5.0488
BRCA	tumor	5.1607
BRCA	tumor	3.8983
BRCA	tumor	6.2791
BRCA	tumor	5.6482
BRCA	tumor	4.2366
BRCA	tumor	4.1946
BRCA	tumor	5.0747
BRCA	tumor	5.7222
BRCA	normal	5.9454
BRCA	tumor	5.3452
BRCA	normal	6.53
BRCA	tumor	6.4074
BRCA	normal	5.6899
BRCA	tumor	3.6894
BRCA	tumor	3.7656
BRCA	normal	5.2873
BRCA	tumor	5.1607
BRCA	normal	5.4575
BRCA	tumor	4.6781
BRCA	tumor	6.2531
BRCA	normal	5.014
BRCA	tumor	4.9251
BRCA	tumor	5.2476
BRCA	normal	4.6171
BRCA	tumor	5.7326
BRCA	normal	4.7955
BRCA	tumor	6.0104
BRCA	tumor	5.7727
BRCA	tumor	5.2238
BRCA	tumor	5.033
BRCA	tumor	5.4829
BRCA	tumor	6.1041
BRCA	tumor	6.5347
BRCA	tumor	5.6702
BRCA	tumor	5.6002
BRCA	tumor	4.5826
BRCA	normal	4.2951
BRCA	tumor	5.8912
BRCA	tumor	6.0059
BRCA	normal	4.859
BRCA	tumor	6.102
BRCA	normal	3.837
BRCA	tumor	5.5874
BRCA	normal	4.3456
BRCA	tumor	5.5653
BRCA	tumor	3.9242
BRCA	normal	3.9147
BRCA	tumor	2.2603
BRCA	tumor	4.5814
BRCA	normal	3.8095
BRCA	tumor	5.2653
BRCA	normal	3.8944
BRCA	tumor	4.1547
BRCA	tumor	5.1144
BRCA	tumor	5.4273
BRCA	tumor	5.3245
BRCA	tumor	5.6639
BRCA	tumor	5.3848
BRCA	tumor	4.8763
BRCA	tumor	5.1144
BRCA	tumor	3.0323
BRCA	tumor	6.0717
BRCA	tumor	4.7934
BRCA	tumor	6.3085
BRCA	tumor	4.9041
BRCA	tumor	5.854
BRCA	tumor	3.5923
BRCA	tumor	6.3431
BRCA	tumor	5.5919
BRCA	tumor	5.0423
BRCA	tumor	4.7549
BRCA	tumor	5.527
BRCA	tumor	5.5491
BRCA	tumor	4.1563
BRCA	tumor	6.745
BRCA	tumor	4.096
BRCA	tumor	4.3827
BRCA	tumor	4.4054
BRCA	tumor	5.0943
BRCA	tumor	5.438
BRCA	tumor	3.9992
BRCA	tumor	4.7698
BRCA	tumor	3.5136
BRCA	tumor	5.3434
BRCA	tumor	5.6194
BRCA	tumor	5.9136
BRCA	tumor	5.3438
BRCA	tumor	4.97
BRCA	tumor	5.3779
BRCA	tumor	4.9915
BRCA	tumor	4.9468
BRCA	tumor	4.7934
BRCA	tumor	5.1643
BRCA	tumor	3.8925
BRCA	tumor	5.3288
BRCA	tumor	2.6715
BRCA	tumor	4.3972
BRCA	tumor	5.5766
BRCA	tumor	5.6528
BRCA	tumor	4.5904
BRCA	tumor	6.8569
BRCA	tumor	5.0113
BRCA	tumor	5.7869
BRCA	tumor	5.3427
BRCA	tumor	6.9646
BRCA	tumor	4.2457
BRCA	tumor	5.7908
BRCA	tumor	5.6029
BRCA	tumor	5.5847
BRCA	tumor	5.1575
BRCA	tumor	5.3562
BRCA	tumor	5.7154
BRCA	tumor	4.1652
BRCA	tumor	5.7745
BRCA	tumor	4.66
BRCA	tumor	5.8192
BRCA	tumor	5.6792
BRCA	tumor	4.7976
BRCA	tumor	4.6972
BRCA	tumor	4.8319
BRCA	tumor	5.9002
BRCA	tumor	4.8069
BRCA	tumor	6.0991
BRCA	tumor	5.2891
BRCA	tumor	4.8783
BRCA	tumor	6.1206
BRCA	tumor	3.6324
BRCA	normal	2.2723
BRCA	tumor	5.7924
BRCA	normal	5.3266
BRCA	tumor	5.3893
BRCA	tumor	4.7093
BRCA	tumor	2.8877
BRCA	tumor	4.2366
BRCA	tumor	5.4568
BRCA	tumor	2.8916
BRCA	tumor	4.6041
BRCA	tumor	4.443
BRCA	tumor	4.7651
BRCA	tumor	5.0657
BRCA	tumor	5.3841
BRCA	tumor	4.89
BRCA	tumor	5.1094
BRCA	tumor	4.7986
BRCA	tumor	5.5485
BRCA	tumor	5.3685
BRCA	tumor	6.2248
BRCA	tumor	5.6775
BRCA	tumor	4.6018
BRCA	tumor	5.441
BRCA	tumor	4.6445
BRCA	tumor	3.3966
BRCA	tumor	5.1934
BRCA	tumor	4.0375
BRCA	tumor	6.3882
BRCA	tumor	5.1069
BRCA	tumor	5.1599
BRCA	tumor	5.7447
BRCA	tumor	5.61
BRCA	tumor	4.8238
BRCA	tumor	5.2146
BRCA	tumor	6.3782
BRCA	tumor	4.1563
BRCA	tumor	4.8161
BRCA	tumor	5.0803
BRCA	tumor	4.0357
BRCA	tumor	5.2969
BRCA	tumor	5.291
BRCA	tumor	6.1918
BRCA	tumor	5.0972
BRCA	tumor	4.2781
BRCA	tumor	4.9603
BRCA	tumor	4.0523
BRCA	tumor	5.0488
BRCA	tumor	4.497
BRCA	tumor	3.6872
BRCA	tumor	5.643
BRCA	tumor	4.9787
BRCA	tumor	4.1595
BRCA	tumor	5.6303
BRCA	tumor	5.6479
BRCA	tumor	5.7485
BRCA	tumor	5.0304
BRCA	tumor	6.8975
BRCA	tumor	5.0215
BRCA	tumor	4.8954
BRCA	tumor	5.0734
BRCA	tumor	5.854
BRCA	tumor	2.5536
BRCA	tumor	5.6862
BRCA	tumor	5.0295
BRCA	tumor	4.857
BRCA	tumor	4.2631
BRCA	tumor	5.5614
BRCA	tumor	4.4437
BRCA	tumor	5.3558
BRCA	tumor	5.693
BRCA	tumor	4.5066
BRCA	tumor	4.7512
BRCA	tumor	4.8495
BRCA	tumor	3.5718
BRCA	tumor	7.2213
BRCA	tumor	5.432
BRCA	tumor	5.7369
BRCA	tumor	5.1879
BRCA	tumor	5.0696
BRCA	tumor	5.288
BRCA	tumor	5.093
BRCA	tumor	4.8161
BRCA	tumor	6.0179
BRCA	tumor	6.1369
BRCA	tumor	6.3519
BRCA	tumor	4.9237
BRCA	tumor	6.5021
BRCA	tumor	4.9089
BRCA	tumor	7.2524
BRCA	tumor	4.1261
BRCA	tumor	6.0312
BRCA	tumor	5.3579
BRCA	tumor	5.2208
BRCA	tumor	3.9599
BRCA	tumor	4.5886
BRCA	tumor	5.6121
BRCA	tumor	5.3488
BRCA	tumor	4.9374
BRCA	tumor	4.6023
BRCA	tumor	5.0295
BRCA	tumor	4.9621
BRCA	tumor	5.5308
BRCA	tumor	5.2672
BRCA	tumor	5.5793
BRCA	tumor	5.3223
CESC	normal	5.1186
CESC	normal	4.9374
CESC	normal	4.5868
CESC	normal	4.4983
CESC	normal	4.6753
CESC	normal	4.5286
CESC	normal	3.9393
CESC	normal	3.6612
CESC	normal	3.4424
CESC	normal	4.3449
CESC	tumor	6.224
CESC	tumor	5.2208
CESC	tumor	5.9432
CESC	tumor	5.3558
CESC	tumor	5.3995
CESC	tumor	5.6562
CESC	tumor	5.5286
CESC	tumor	4.3492
CESC	tumor	4.7033
CESC	tumor	5.2346
CESC	tumor	5.7282
CESC	tumor	4.944
CESC	tumor	5.2895
CESC	tumor	4.7388
CESC	tumor	4.7512
CESC	tumor	5.7916
CESC	tumor	5.4064
CESC	tumor	5.8545
CESC	tumor	5.5195
CESC	tumor	6.5406
CESC	tumor	4.2041
CESC	tumor	4.3793
CESC	tumor	5.7981
CESC	tumor	6.1793
CESC	tumor	5.9928
CESC	tumor	5.3466
CESC	tumor	5.5323
CESC	tumor	4.7192
CESC	tumor	5.5562
CESC	tumor	4.4437
CESC	tumor	5.998
